irn,EventID,Type,Status,Title,Section,Commenced,Completed,Description,Locality,Organizer,Curator,Designer,ObjectIDs
1206,EX1944.4,Exhibition,Completed,"Contemporary American Paintings","John Herron Art Institute",1944-03-19,1944-04-23,"",Internal,"","","",16392 | 
1207,EX1944.5,Exhibition,Completed,"Selected Prints from the Permanent Collection","John Herron Art Institute",1944-04-01,,"",Internal,"","","",
1208,EX1944.6,Exhibition,Completed,"37th Annual Indiana Artists Exhibition","John Herron Art Institute",1944-04-29,1944-05-28,"",Internal,"","","",
1209,EX1944.7,Exhibition,Completed,"Indianapolis International Salon of Photography","John Herron Art Institute",1944-08-27,1944-09-24,"",Internal,"","","",
1210,EX1944.8,Exhibition,Completed,"Old European Lace from the Museum's Collection","John Herron Art Institute",1944-09-01,,"",Internal,"","","",
1211,EX1944.9,Exhibition,Completed,"Honore Daumier: Lithographs","John Herron Art Institute",1944-09-01,,"",Internal,"","","",
1212,EX1944.10,Exhibition,Completed,"Charles Burchfield: Watercolors","John Herron Art Institute",1944-10-01,1944-10-29,"",Internal,"","","",
1213,EX1944.11,Exhibition,Completed,"Advertising Art Exhibition","John Herron Art Institute",1944-10-01,1944-10-29,"",Internal,"","","",
1214,EX1944.12,Exhibition,Completed,"Ballet as Recorded by Degas","John Herron Art Institute",1944-11-01,1944-11-15,"",Internal,"","","",
1215,EX1944.13,Exhibition,Completed,"Index of American Design","John Herron Art Institute",1944-11-01,1944-11-15,"",Internal,"","","",
1216,EX1944.14,Exhibition,Completed,"Thomas Eakins: Paintings","John Herron Art Institute",1944-11-19,1944-12-24,"",Internal,"","","",
1217,EX1944.15,Exhibition,Completed,"Christmas Theme in Art","John Herron Art Institute",1944-12-03,1944-12-24,"",Internal,"","","",
1218,EX1945.1,Exhibition,Completed,"57th Annual Exhibition of Contemporary American Paintings","John Herron Art Institute",1945-01-01,1945-02-04,"",Internal,"","","",
1219,EX1945.2,Exhibition,Completed,"Twentieth Century French and American Paintings and Drawings","John Herron Art Institute",1945-01-07,1945-02-04,"",Internal,"","","",
1220,EX1945.3,Exhibition,Completed,"Portraits: 17th to 19th Centuries from Indiana Collections","John Herron Art Institute",1945-02-11,1945-03-11,"",Internal,"","","",
1221,EX1945.4,Exhibition,Completed,"Prints from the Lessing J. Rosenwald Collection","John Herron Art Institute",1945-02-11,1945-03-18,"",Internal,"","","",
1222,EX1945.5,Exhibition,Completed,"Russian Icons: G.R. Hann Collection","John Herron Art Institute",1945-03-25,1945-04-29,"",Internal,"","","",
1223,EX1945.6,Exhibition,Completed,"Photographs of Russian Architecture","John Herron Art Institute",1945-03-25,1945-04-29,"",Internal,"","","",
1224,EX1945.7,Exhibition,Completed,"Birds and Flowers in Art","John Herron Art Institute",1945-04-21,1945-05-06,"",Internal,"","","",
1225,EX1945.8,Exhibition,Completed,"38th Annual Indiana Artists Exhibition","John Herron Art Institute",1945-05-05,1945-06-03,"",Internal,"","","",
1226,EX1945.9,Exhibition,Completed,"Artwork from the Indianapolis Public Schools","John Herron Art Institute",1945-05-13,1945-06-03,"",Internal,"","","",
1227,EX1945.10,Exhibition,Completed,"American and European Paintings from the Permanent Collection","John Herron Art Institute",1945-06-01,,"",Internal,"","","",
1228,EX1945.11,Exhibition,Completed,"20th Century French Prints","John Herron Art Institute",1945-06-01,,"",Internal,"","","",
1229,EX1945.12,Exhibition,Completed,"Photographs in Industrial Design by Walter Darwin Teague","John Herron Art Institute",1945-06-17,1945-07-15,"",Internal,"","","",
1230,EX1945.13,Exhibition,Completed,"Jose Clemente Orozco and Diego Rivera: Color Reproductions of Paintings","John Herron Art Institute",1945-09-15,1945-10-15,"",Internal,"","","",
1231,EX1945.14,Exhibition,Completed,"Photographs of Early American Architecture","John Herron Art Institute",1945-09-23,1945-12-02,"",Internal,"","","",
1232,EX1945.15,Exhibition,Completed,"American Rooms in Miniature","John Herron Art Institute",1945-10-02,1945-12-02,"",Internal,"","","",
1233,EX1945.16,Exhibition,Completed,"Figurines in Crinolines","John Herron Art Institute",1945-11-11,1945-12-02,"",Internal,"","","",
1234,EX1945.17,Exhibition,Completed,"58th Annual Exhibition of Contemporary American Paintings","John Herron Art Institute",1945-12-23,1946-01-27,"",Internal,"","","",
1235,EX1946.1,Exhibition,Completed,"Reproductions of Drawings by Toulouse-Lautrec","John Herron Art Institute",1946-01-14,1946-02-03,"",Internal,"","","",
1236,EX1946.2,Exhibition,Completed,"Prints from William H. Thompson Collection","John Herron Art Institute",1946-02-01,1946-03-26,"",Internal,"","","",
1237,EX1946.3,Exhibition,Completed,"Early Chinese Sculptures and Paintings","John Herron Art Institute",1946-02-03,1946-03-10,"",Internal,"","","",
1238,EX1946.4,Exhibition,Completed,"Marie Goth and Clifton Wheeler: Paintings","John Herron Art Institute",1946-02-16,1946-02-28,"",Internal,"","","",
1239,EX1946.5,Exhibition,Completed,"Dorothy Morlan and Hill Sharp: Paintings","John Herron Art Institute",1946-03-02,1946-03-14,"",Internal,"","","",
1240,EX1946.6,Exhibition,Completed,"Japanese Woodblock Prints Given by Mrs. Charles Kryter","John Herron Art Institute",1946-03-09,1946-05-15,"",Internal,"","","",
1241,EX1946.7,Exhibition,Completed,"Marsden Hartley: Paintings and Drawings","John Herron Art Institute",1946-03-11,1946-04-21,"",Internal,"","","",
1242,EX1946.8,Exhibition,Completed,"Eric Isenburger: Paintings","John Herron Art Institute",1946-03-12,1946-04-14,"",Internal,"","","",
1243,EX1946.9,Exhibition,Completed,"Ruth Pratt Bobbs and C. Curry Bohm: Paintings","John Herron Art Institute",1946-03-16,1946-03-28,"",Internal,"","","",
1244,EX1946.10,Exhibition,Completed,"American Prints Today","John Herron Art Institute",1946-03-17,1946-04-21,"",Internal,"","","",
1245,EX1946.11,Exhibition,Completed,"Diana Denny: Caricatures","John Herron Art Institute",1946-03-27,1946-04-11,"",Internal,"","","",
1246,EX1946.12,Exhibition,Completed,"Dale Bessire and Edmund Schildknecht","John Herron Art Institute",1946-03-30,1946-04-11,"",Internal,"","","",
1247,EX1946.13,Exhibition,Completed,"39th Annual Indiana Artists Exhibition","John Herron Art Institute",1946-04-27,1946-06-02,"",Internal,"","","",
1248,EX1946.14,Exhibition,Completed,"Permanent Collections of European and American Paintings, Sculpture, and Prints","John Herron Art Institute",1946-06-01,1946-09-01,"",Internal,"","","",
1249,EX1946.15,Exhibition,Completed,"Glen Cooper Henshaw Memorial Exhibition","John Herron Art Institute",1946-07-01,1946-08-04,"",Internal,"","","",
1250,EX1946.16,Exhibition,Completed,"Paintings from the Booth Tarkington Collection","John Herron Art Institute",1946-08-01,,"",Internal,"","","",27319 | 
1251,EX1946.17,Exhibition,Completed,"Gard Antreasian and Harry Davis: Drawings and Paintings for the Armed Forces","John Herron Art Institute",1946-08-06,1946-09-06,"",Internal,"","","",
1252,EX1946.18,Exhibition,Completed,"Thomas Sutherland: Colored Engravings","John Herron Art Institute",1946-09-01,1946-09-30,"",Internal,"","","",
1253,EX1946.19,Exhibition,Completed,"Indianapolis International Salon of Photography","John Herron Art Institute",1946-09-22,1946-10-27,"",Internal,"","","",
1254,EX1946.20,Exhibition,Completed,"Painting by Lawrence McConaha and Sculpture by David K. Rubin","John Herron Art Institute",1946-10-19,1946-10-31,"",Internal,"","","",
1255,EX1946.21,Exhibition,Completed,"Simon P. Baus and V.J. Cariani: Paintings","John Herron Art Institute",1946-11-02,1946-11-14,"",Internal,"","","",
1256,EX1946.22,Exhibition,Completed,"Encyclopedia Britannica Collection of Contemporary American Painting","John Herron Art Institute",1946-11-03,1946-12-08,"",Internal,"","","",
1257,EX1946.23,Exhibition,Completed,"Kaethe Kollwitz: Prints","John Herron Art Institute",1946-11-10,1946-12-01,"",Internal,"","","",
1258,EX1946.24,Exhibition,Completed,"Sara Bard and Harry Engel: Paintings","John Herron Art Institute",1946-11-16,1946-11-28,"",Internal,"","","",
1259,EX1946.25,Exhibition,Completed,"Edwin L. Fulwider and Edward K. Williams: Paintings","John Herron Art Institute",1946-11-30,1946-12-12,"",Internal,"","","",
1260,EX1946.26,Exhibition,Completed,"Early Acquisitions of the Art Association","John Herron Art Institute",1946-12-15,1947-01-05,"",Internal,"","","",
1261,EX1946.27,Exhibition,Completed,"Cubist and Non-Objective Paintings","John Herron Art Institute",1946-12-29,1947-02-02,"",Internal,"","","",
1262,EX1947.1,Exhibition,Completed,"Peruvian Textiles and Pottery","John Herron Art Institute",1947-01-19,1947-02-16,"",Internal,"","","",
1263,EX1947.2,Exhibition,Completed,"Ancient Greek Coins","John Herron Art Institute",1947-02-01,1947-03-02,"",Internal,"","","",
1264,EX1947.3,Exhibition,Completed,"Modern Sculpture and Drawing","John Herron Art Institute",1947-02-09,1947-03-16,"",Internal,"","","",
1265,EX1947.4,Exhibition,Completed,"Edmund Brucker and Carl Graf: Paintings","John Herron Art Institute",1947-02-15,1947-02-27,"",Internal,"","","",
1266,EX1947.5,Exhibition,Completed,"Robert Craig and Donald Mattison: Paintings","John Herron Art Institute",1947-03-01,1947-03-13,"",Internal,"","","",
1267,EX1947.6,Exhibition,Completed,"Homer Davisson and Fred Polley: Paintings","John Herron Art Institute",1947-03-15,1947-03-27,"",Internal,"","","",
1268,EX1947.7,Exhibition,Completed,"Contemporary American Watercolors","John Herron Art Institute",1947-03-23,1947-04-27,"",Internal,"","","",
1269,EX1947.8,Exhibition,Completed,"Ruthview Byrum and L.O. Griffith: Paintings","John Herron Art Institute",1947-03-29,1947-04-10,"",Internal,"","","",
1270,EX1947.9,Exhibition,Completed,"Jon Magnus Jonson: Memorial Exhibition of Sculpture","John Herron Art Institute",1947-04-13,1947-04-27,"",Internal,"","","",
1271,EX1947.10,Exhibition,Completed,"40th Annual Indiana Artists Exhibition","John Herron Art Institute",1947-05-04,1947-06-08,"",Internal,"","","",
1272,EX1947.11,Exhibition,Completed,"Prints by Oscade and Contemporaries","John Herron Art Institute",1947-10-05,1947-10-26,"",Internal,"","","",
1273,EX1947.12,Exhibition,Completed,"Chinese Ceramics of the Sung Dynasty","John Herron Art Institute",1947-10-05,1947-11-09,"",Internal,"","","",
1274,EX1947.13,Exhibition,Completed,"Five Centuries of Chinese Painting","John Herron Art Institute",1947-10-05,1947-11-09,"",Internal,"","","",
1275,EX1947.14,Exhibition,Completed,"Paintings by Jo Mess and Sculptures by Robert Laurent","John Herron Art Institute",1947-10-18,1947-10-30,"",Internal,"","","",
1276,EX1947.15,Exhibition,Completed,"June Burkholder and Oakley Richey: Paintings","John Herron Art Institute",1947-11-01,1947-11-13,"",Internal,"","","",
1277,EX1947.16,Exhibition,Completed,"Arts of the Italian Renaissance","John Herron Art Institute",1947-11-01,1947-12-21,"",Internal,"","","",
1278,EX1947.17,Exhibition,Completed,"Lee Detchon and Clara Epstein: Paintings and Drawings","John Herron Art Institute",1947-11-15,1947-11-27,"",Internal,"","","",
1279,EX1947.18,Exhibition,Completed,"Frank Dudley and Frances Failing: Paintings","John Herron Art Institute",1947-11-29,1947-12-11,"",Internal,"","","",
1280,EX1947.19,Exhibition,Completed,"Medieval Illuminated Manuscripts","John Herron Art Institute",1947-12-01,1947-12-31,"",Internal,"","","",
1281,EX1947.20,Exhibition,Completed,"60th Annual Exhibition of Contemporary American Paintings","John Herron Art Institute",1947-12-28,1948-02-01,"",Internal,"","","",
1282,EX1948.1,Exhibition,Completed,"Santos: Religious Folk Art of New Mexico","John Herron Art Institute",1948-01-04,1948-02-01,"",Internal,"","","",
1283,EX1948.2,Exhibition,Completed,"American Prints Today","John Herron Art Institute",1948-02-08,1948-03-07,"",Internal,"","","",
1284,EX1948.3,Exhibition,Completed,"Onandaga Silk Exhibition","John Herron Art Institute",1948-02-08,1948-03-14,"",Internal,"","","",
1285,EX1948.4,Exhibition,Completed,"Anna Hasselman and James Taylor: Paintings","John Herron Art Institute",1948-02-14,1948-02-26,"",Internal,"","","",
1286,EX1948.5,Exhibition,Completed,"Gustave Baumann: Woodblock Prints","John Herron Art Institute",1948-02-25,1948-03-14,"",Internal,"","","",
1287,EX1948.6,Exhibition,Completed,"Robert Selby and Genevieve Graf: Paintings","John Herron Art Institute",1948-02-28,1948-03-14,"",Internal,"","","",
1288,EX1948.7,Exhibition,Completed,"The Medieval World","John Herron Art Institute",1948-03-10,1948-04-10,"",Internal,"","","",
1289,EX1948.8,Exhibition,Completed,"Sculptures and Drawings by Mestrovic","John Herron Art Institute",1948-03-12,1948-04-15,"",Internal,"","","",
1290,EX1948.9,Exhibition,Completed,"Roy E. Trobaugh and Evelyn Mess: Paintings","John Herron Art Institute",1948-03-13,1948-03-25,"",Internal,"","","",
1291,EX1948.10,Exhibition,Completed,"Useful Objects Designed for Modern Living","John Herron Art Institute",1948-03-21,1948-04-18,"",Internal,"","","",
1292,EX1948.11,Exhibition,Completed,"Francis C. Brown and Sybil H. Connell: Pastels, Watercolors, and Oil Paintings","John Herron Art Institute",1948-03-27,1948-04-08,"",Internal,"","","",
1293,EX1948.12,Exhibition,Completed,"41st Annual Indiana Artists Exhibition","John Herron Art Institute",1948-05-02,1948-06-06,"",Internal,"","","",
1294,EX1948.13,Exhibition,Completed,"Illustrations by Phiz and Pailthorpe Cruikshank","John Herron Art Institute",1948-10-01,1948-10-24,"",Internal,"","","",
1295,EX1948.14,Exhibition,Completed,"Eigth Invitational Club Exhibit of Pictorial Photography","John Herron Art Institute",1948-10-03,1948-10-31,"",Internal,"","","",
1296,EX1948.15,Exhibition,Completed,"Etchings by Goya: Lithographs by Matisse","John Herron Art Institute",1948-10-31,1948-11-28,"",Internal,"","","",
1297,EX1948.16,Exhibition,Completed,"French and Flemish Tapestries","John Herron Art Institute",1948-11-12,1948-12-12,"",Internal,"","","",
1298,EX1948.17,Exhibition,Completed,"Fine Porcelains from Local Homes","John Herron Art Institute",1948-11-12,1948-12-12,"",Internal,"","","",
1299,EX1949.1,Exhibition,Completed,"Sports and Pastimes in Prints","John Herron Art Institute",1949-01-09,1949-01-30,"",Internal,"","","",
1300,EX1949.2,Exhibition,Completed,"61st Annual Contemporary American Paintings","John Herron Art Institute",1949-01-16,1949-02-20,"",Internal,"","","",
1301,EX1949.3,Exhibition,Completed,"Chinese and Japanese Flower Prints","John Herron Art Institute",1949-02-06,1949-02-27,"",Internal,"","","",
1302,EX1949.4,Exhibition,Completed,"Birds and Beasts: Children's Exhibition","John Herron Art Institute",1949-03-06,1949-04-24,"",Internal,"","","",
1303,EX1949.5,Exhibition,Completed,"Art of the Early Book","John Herron Art Institute",1949-03-13,1949-04-27,"",Internal,"","","",
1304,EX1949.6,Exhibition,Completed,"Ohio Watercolor Exhibition","John Herron Art Institute",1949-04-03,1949-04-20,"",Internal,"","","",
1305,EX1949.7,Exhibition,Completed,"Animals and Birds from Public School Art Classes","John Herron Art Institute",1949-04-27,1949-05-11,"",Internal,"","","",
1306,EX1949.8,Exhibition,Completed,"Children Saturday Class Exhibit","John Herron Art Institute",1949-05-01,1949-05-28,"",Internal,"","","",
1307,EX1949.9,Exhibition,Completed,"42nd Annual Indiana Artists Exhibition","John Herron Art Institute",1949-05-01,1949-06-05,"",Internal,"","","",
1308,EX1949.10,Exhibition,Completed,"Prints &  Drawings: Museum's New Accessions","John Herron Art Institute",1949-09-25,1949-11-06,"",Internal,"","","",
1309,EX1949.11,Exhibition,Completed,"National Exhibition of American Ceramics","John Herron Art Institute",1949-10-02,1949-10-23,"",Internal,"","","",
1310,EX1949.12,Exhibition,Completed,"Chase Centennial Exhibition","John Herron Art Institute",1949-11-01,1949-12-11,"",Internal,"","","",8563 | 19889 | 3851 | 36600 | 
1311,EX1949.13,Exhibition,Completed,"English Landscape Prints & Drawings","John Herron Art Institute",1949-11-13,1949-12-18,"",Internal,"","","",
1312,EX1949.14,Exhibition,Completed,"Art Schools U.S.A.","John Herron Art Institute",1949-12-05,1949-12-29,"",Internal,"","","",
1313,EX1949.15,Exhibition,Completed,"Twenty-two Painters of the Western Hemisphere","",1949-12-20,1950-01-22,"",Internal,"","","",
1314,EX1949.16,Exhibition,Completed,"Arts of Fernand Leger","John Herron Art Institute",1949-12-27,1950-02-05,"",Internal,"","","",
1315,EX1950.1,Exhibition,Completed,"62nd Annual Exhibition of Contemporary American Paintings","John Herron Art Institute",1950-01-01,1950-02-01,"",Internal,"","","",
1316,EX1950.2,Exhibition,Completed,"Dresses of the Victorian Era","John Herron Art Institute",1950-01-15,1950-02-15,"",Internal,"","","",
1317,EX1950.3,Exhibition,Completed,"Marcel Breuer: Photographs of Architecture","John Herron Art Institute",1950-02-05,1950-02-26,"",Internal,"","","",
