eevents_key,irn,AdmPublishWebNoPassword,EveEventNumber,EveTypeOfEvent,EveExhibitionStatus,EveEventTitle,EveEventDescription,EveInternalOrExternalEvent,DatCommencementDate,DatCompletionDate,SecRecordStatus,AdmDateModified,,,,,,,,,,,,,
2304,3735,Yes,EX1979.103,Exhibition,Completed,Bill Blass,,Internal,2/13/1979,2/28/1979,,10/29/2015,,,,,,,,,,,,,
2305,3737,Yes,EX1979.104,Exhibition,Completed,Reinstallation of the Eiteljorg Gallery (Not an Exhibition),,Internal,12/7/1979,1/20/1980,,10/29/2015,,,,,,,,,,,,,
2306,3740,Yes,EX1979.105,Exhibition,Completed,The Holliday Collection:  Homage to Seurat,,Internal,10/22/1979,11/18/1979,,10/29/2015,,,,,,,,,,,,,
2307,2113,Yes,EX1980.1,Exhibition,Completed,"Recent Accessions:  European, American and Oriental Art",,Internal,1/15/1980,2/17/1980,Closed,10/25/2021,,,,,,,,,,,,,
2308,2114,Yes,EX1980.2,Exhibition,Completed,A Decorative Arts Potpourrie,,Internal,1/15/1980,8/31/1980,,10/29/2015,,,,,,,,,,,,,
2309,2115,Yes,EX1980.3,Exhibition,Completed,S.T.E.P.:  American Indiana Costumes in the Photographs of Edward S. Curtis,,Internal,1/16/1980,3/13/1980,,10/29/2015,,,,,,,,,,,,,
2310,2116,Yes,EX1980.4,Exhibition,Completed,Tim Mather - Potter,,Internal,1/22/1980,3/2/1980,,10/29/2015,,,,,,,,,,,,,
2311,2117,Yes,EX1980.5,Exhibition,Completed,Herbert Bayer Photographs,,Internal,2/5/1980,3/16/1980,,10/29/2015,,,,,,,,,,,,,
2312,2118,Yes,EX1980.6,Exhibition,Completed,North German Folk Pottery,,Internal,2/5/1980,3/16/1980,,10/29/2015,,,,,,,,,,,,,
2313,2119,Yes,EX1980.7,Exhibition,Completed,Accessions from the Contemporary Art Society 1963 - 1978,,Internal,2/19/1980,3/16/1980,,10/29/2015,,,,,,,,,,,,,
2314,2120,Yes,EX1980.8,Exhibition,Completed,Art by Local Indiana Artists,,Internal,3/4/1980,3/30/1980,,10/29/2015,,,,,,,,,,,,,
2315,2121,Yes,EX1980.9,Exhibition,Completed,The Classical Tradition in Rajput Painting,,Internal,3/6/1980,4/13/1980,,10/29/2015,,,,,,,,,,,,,
2316,2122,Yes,EX1980.10,Exhibition,Completed,Seymour Haden: Etchings,,Internal,3/14/1980,5/8/1980,,10/29/2015,,,,,,,,,,,,,
2317,2123,Yes,EX1980.11,Exhibition,Completed,A Rustle of Silk: Costumes from the Caroline Burford Danner Estate,,Internal,3/17/1980,5/31/1980,,3/19/2018,,,,,,,,,,,,,
2318,2124,Yes,EX1980.12,Exhibition,Completed,S.T.E.P.: From Gaffer to Goblet:  19th Century American Glass,,Internal,2/2/1980,2/29/1980,,10/29/2015,,,,,,,,,,,,,
2319,2125,Yes,EX1980.13,Exhibition,Completed,Selections from the Harrison Eiteljorg Collection of African Art,,Internal,3/23/1980,4/3/1980,,8/18/2021,,,,,,,,,,,,,
2320,2126,Yes,EX1980.14,Exhibition,Completed,Symphony in Color,,Internal,3/25/1980,4/27/1980,,10/29/2015,,,,,,,,,,,,,
2321,2127,Yes,EX1980.15,Exhibition,Completed,African Furniture & Household Objects,,Internal,4/9/1980,5/25/1980,,5/16/2019,,,,,,,,,,,,,
2322,2128,Yes,EX1980.16,Exhibition,Completed,Gerald Larcomb & Sally Wicht: Objects in Glass,,Internal,4/15/1980,5/18/1980,,10/29/2015,,,,,,,,,,,,,
2323,2129,Yes,EX1980.17,Exhibition,Completed,British Watercolors and Watercolorists,,Internal,5/6/1980,7/6/1980,,10/29/2015,,,,,,,,,,,,,
2324,2130,Yes,EX1980.18,Exhibition,Completed,British Illustrators,,Internal,5/6/1980,7/6/1980,,10/29/2015,,,,,,,,,,,,,
2325,2131,Yes,EX1980.19,Exhibition,Completed,Indiana Landscapes,,Internal,5/9/1980,7/15/1980,,10/29/2015,,,,,,,,,,,,,
2326,2132,Yes,EX1980.20,Exhibition,Completed,Bonsai Tree Society Annual Exhibition,,Internal,5/17/1980,5/18/1980,,10/29/2015,,,,,,,,,,,,,
2327,2133,Yes,EX1980.21,Exhibition,Completed,"Sally Ryan: Batiks,  James Engebretson: Glassmaker",,Internal,5/20/1980,6/22/1980,,10/29/2015,,,,,,,,,,,,,
2328,2134,Yes,EX1980.22,Exhibition,Completed,Birds & Flowers: Porcelain & Textiles,,Internal,6/6/1980,8/9/1980,,3/19/2018,,,,,,,,,,,,,
2329,2135,Yes,EX1980.23,Exhibition,Completed,S.T.E.P.:  Alexandre Georges:  A Celebration of Nature,,Internal,4/1/1980,5/1/1980,,10/29/2015,,,,,,,,,,,,,
2330,2136,Yes,EX1980.24,Exhibition,Completed,Summerside of Arts Festival,,Internal,6/15/1980,9/15/1980,,10/29/2015,,,,,,,,,,,,,
2331,2137,Yes,EX1980.25,Exhibition,Completed,Barbara Takiguchi: Pottery  Constance Miller: Fiber Art,,Internal,6/24/1980,7/27/1980,,10/29/2015,,,,,,,,,,,,,
2332,2138,Yes,EX1980.26,Exhibition,Completed,"Painting & Sculpture Today, 1980",,Internal,6/24/1980,8/17/1980,,10/29/2015,,,,,,,,,,,,,
2333,2139,Yes,EX1980.27,Exhibition,Completed,"Robert Stackhouse Construction Sculpture ""China Clipper - The Sea Witch""",,Internal,6/25/1980,8/17/1980,,10/29/2015,,,,,,,,,,,,,
2334,2140,Yes,EX1980.28,Exhibition,Completed,The Lilly Orchids: Watercolors in Bloom,,Internal,7/16/1980,9/15/1980,,10/29/2015,,,,,,,,,,,,,
2335,2141,Yes,EX1980.29,Exhibition,Completed,Ikat,,Internal,7/22/1980,9/21/1980,,10/29/2015,,,,,,,,,,,,,
2336,2142,Yes,EX1980.30,Exhibition,Completed,Party of the Decade,,Internal,7/26/1980,7/26/1980,,10/29/2015,,,,,,,,,,,,,
2337,2143,Yes,EX1980.31,Exhibition,Completed,The World of Kunisada,,Internal,7/29/1980,9/7/1980,,10/29/2015,,,,,,,,,,,,,
2338,2144,Yes,EX1980.32,Exhibition,Completed,Betty Gold: Sculpture Maquettes,,Internal,8/5/1980,9/7/1980,,10/29/2015,,,,,,,,,,,,,
2339,2145,Yes,EX1980.33,Exhibition,Completed,"Raku Show: Lucia Jahsmann, Dennis Kirchmann, Richard Burkett, and Scott Frankenberger",,Internal,8/5/1980,8/31/1980,,10/29/2015,,,,,,,,,,,,,
2340,2146,Yes,EX1980.34,Exhibition,Completed,Sasson Soffer: Outdoor Sculpture,,Internal,9/1/1980,9/30/1980,,10/29/2015,,,,,,,,,,,,,
2341,2147,Yes,EX1980.35,Exhibition,Completed,"Key Acquisitions Since 1970 Part I: Oriental, Ethnographic, Decorative Arts & Textiles",,Internal,9/2/1980,10/5/1980,,6/14/2016,,,,,,,,,,,,,
2342,2148,Yes,EX1980.36,Exhibition,Completed,Len Lindsay: Potter,,Internal,9/3/1980,10/5/1980,,10/29/2015,,,,,,,,,,,,,
2343,2149,Yes,EX1980.37,Exhibition,Completed,S.T.E.P.:  Annual Report 1980,,Internal,1/1/1980,12/31/1980,,10/29/2015,,,,,,,,,,,,,
2344,2150,Yes,EX1980.38,Exhibition,Completed,The Manufacture of Tz'u-Chou Type Wares,,Internal,9/10/1980,1/18/1981,,10/29/2015,,,,,,,,,,,,,
2345,2151,Yes,EX1980.39,Exhibition,Completed,The Implied Domain: Sculptures from Construct,,Internal,9/14/1980,11/21/1980,,3/19/2018,,,,,,,,,,,,,
2346,2152,Yes,EX1980.40,Exhibition,Completed,S.T.E.P.:  A Bevy of Beasts:  Animals in Print,,Internal,1/8/1980,2/8/1980,,10/29/2015,,,,,,,,,,,,,
2347,2153,Yes,EX1980.41,Exhibition,Completed,Tools of the Trade: Photographs by Frank M. Hohenberger,,Internal,9/16/1980,11/24/1980,,10/29/2015,,,,,,,,,,,,,
2348,2154,Yes,EX1980.42,Exhibition,Completed,Birds & Flowers: Porcelains and Textiles,,Internal,9/23/1980,12/30/1980,,10/29/2015,,,,,,,,,,,,,
2349,2155,Yes,EX1980.43,Exhibition,Completed,20th Annual Fall Collection of the Alliance Rental Gallery,,Internal,10/5/1980,10/12/1980,,10/29/2015,,,,,,,,,,,,,
2350,2156,Yes,EX1980.44,Exhibition,Completed,Kathy Kotovsky: Weaver and Yosuke Haruta: potter,,Internal,10/7/1980,11/2/1980,,10/29/2015,,,,,,,,,,,,,
2351,2157,Yes,EX1980.45,Exhibition,Completed,Fall Mid-America Orchid Congress & Show,,Internal,10/11/1980,10/12/1980,,10/29/2015,,,,,,,,,,,,,
2352,2158,Yes,EX1980.46,Exhibition,Completed,"Key Acquisitions Since 1970 Part II: Prints, Drawings, & Western Paintings",,Internal,10/21/1980,11/30/1980,Closed,10/1/2018,,,,,,,,,,,,,
2353,2159,Yes,EX1980.47,Exhibition,Completed,Cindy Butler Jones: Potter,,Internal,11/4/1980,12/31/1980,,10/29/2015,,,,,,,,,,,,,
2354,2160,Yes,EX1980.48,Exhibition,Completed,Freedom of Clay & Brush Through Seven Centures in Northern China: Tz'u-Chou Type Wares 960 - 1600 A.D.,,Internal,11/19/1980,1/18/1981,,10/29/2015,,,,,,,,,,,,,
2355,2161,Yes,EX1980.49,Exhibition,Completed,S.T.E.P.:  Winslow Homer Wood Engravings,,Internal,11/25/1980,1/26/1981,,10/29/2015,,,,,,,,,,,,,
2356,2162,Yes,EX1980.50,Exhibition,Completed,Christmas Kitchen I.M.A.C.,,Internal,12/2/1980,2/3/1981,,10/29/2015,,,,,,,,,,,,,
2357,2163,Yes,EX1980.51,Exhibition,Completed,Dominick Labino: Art in Glass,,Internal,12/5/1980,6/28/1981,,10/29/2015,,,,,,,,,,,,,
2358,2164,Yes,EX1980.52,Exhibition,Completed,Selections from the Miller Creche Collections,,Internal,12/8/1980,1/12/1981,,3/19/2018,,,,,,,,,,,,,
2359,2165,Yes,EX1980.53,Exhibition,Completed,S.T.E.P.:  A Bevy of Beasts:  Animals in Print,,Internal,3/27/1980,4/28/1980,,10/29/2015,,,,,,,,,,,,,
2360,2166,Yes,EX1980.54,Exhibition,Completed,Christmas at Oldfields,,Internal,12/12/1980,12/28/1980,,10/29/2015,,,,,,,,,,,,,
2361,3742,Yes,EX1980.55,Exhibition,Completed,S.T.E.P.:  A Bevy of Beasts:  Animals in Print,,Internal,6/13/1980,7/14/1980,,10/29/2015,,,,,,,,,,,,,
2362,3743,Yes,EX1980.56,Exhibition,Completed,S.T.E.P.:  A Bevy of Beasts:  Animals in Print,,Internal,9/26/1980,10/27/1980,,10/29/2015,,,,,,,,,,,,,
2363,3744,Yes,EX1980.57,Exhibition,Completed,S.T.E.P.:  A Bevy of Beasts:  Animals in Print,,Internal,11/10/1980,12/10/1980,,10/29/2015,,,,,,,,,,,,,
2364,3745,Yes,EX1980.58,Exhibition,Completed,S.T.E.P.:  Edward Penfield's Monthly Placards for Harper's Magazine,,Internal,2/14/1980,3/14/1980,,10/29/2015,,,,,,,,,,,,,
2365,3746,Yes,EX1980.59,Exhibition,Completed,S.T.E.P.:  Edward Penfield's Monthly Placards for Harper's Magazine,,Internal,8/18/1980,9/19/1980,,10/29/2015,,,,,,,,,,,,,
2366,3747,Yes,EX1980.60,Exhibition,Completed,S.T.E.P.:  Edward Penfield's Monthly Placards for Harper's Magazine,,Internal,12/8/1980,1/12/1981,,10/29/2015,,,,,,,,,,,,,
2367,3748,Yes,EX1980.61,Exhibition,Completed,S.T.E.P.:  George Elbert Burr (1859 - 1939),,Internal,3/12/1980,4/14/1980,,10/29/2015,,,,,,,,,,,,,
2368,3749,Yes,EX1980.62,Exhibition,Completed,S.T.E.P.:  George Elbert Burr (1859 - 1939),,Internal,9/2/1980,10/1/1980,,10/29/2015,,,,,,,,,,,,,
2369,3750,Yes,EX1980.63,Exhibition,Completed,S.T.E.P.:  George Elbert Burr (1859 - 1939),,Internal,10/10/1980,11/10/1980,,10/29/2015,,,,,,,,,,,,,
2370,3751,Yes,EX1980.64,Exhibition,Completed,S.T.E.P.:  The City on Paper,,Internal,1/14/1980,2/14/1980,,10/29/2015,,,,,,,,,,,,,
2371,3752,Yes,EX1980.65,Exhibition,Completed,S.T.E.P.:  The City on Paper,,Internal,4/25/1980,5/27/1980,,10/29/2015,,,,,,,,,,,,,
2372,3753,Yes,EX1980.66,Exhibition,Completed,S.T.E.P.:  The City on Paper,,Internal,10/21/1980,11/21/1980,,10/29/2015,,,,,,,,,,,,,
2373,3754,Yes,EX1980.67,Exhibition,Completed,S.T.E.P.:  American Indian Costume in the Photographs of Edward S. Curtis,,Internal,5/19/1980,6/19/1980,,10/29/2015,,,,,,,,,,,,,
2374,3755,Yes,EX1980.68,Exhibition,Completed,S.T.E.P.:  American Indian Costume in the Photographs of Edward S. Curtis,,Internal,9/10/1980,9/29/1980,,10/29/2015,,,,,,,,,,,,,
2375,3756,Yes,EX1980.69,Exhibition,Completed,S.T.E.P.:  American Indian Costume in the Photographs of Edward S. Curtis,,Internal,10/15/1980,11/14/1980,,10/29/2015,,,,,,,,,,,,,
2376,3757,Yes,EX1980.70,Exhibition,Completed,S.T.E.P.:  American Indian Costume in the Photographs of Edward S. Curtis,,Internal,12/12/1980,1/12/1981,,10/29/2015,,,,,,,,,,,,,
2377,3758,Yes,EX1980.71,Exhibition,Completed,"S.T.E.P.:  Something Old, Something New:  Recent Gifts in the Decorative Arts",,Internal,1/31/1980,3/3/1980,,10/29/2015,,,,,,,,,,,,,
2378,3759,Yes,EX1980.72,Exhibition,Completed,"S.T.E.P.:  Something Old, Something New:  Recent Gifts in the Decorative Arts",,Internal,4/2/1980,5/2/1980,,10/29/2015,,,,,,,,,,,,,
2379,3760,Yes,EX1980.73,Exhibition,Completed,"S.T.E.P.:  Something Old, Something New:  Recent Gifts in the Decorative Arts",,Internal,5/16/1980,6/16/1980,,10/29/2015,,,,,,,,,,,,,
2380,3761,Yes,EX1980.74,Exhibition,Completed,"S.T.E.P.:  Something Old, Something New:  Recent Gifts in the Decorative Arts",,Internal,10/13/1980,11/13/1980,,10/29/2015,,,,,,,,,,,,,
2381,3762,Yes,EX1980.75,Exhibition,Completed,"S.T.E.P.:  Something Old, Something New:  Recent Gifts in the Decorative Arts",,Internal,12/5/1980,1/5/1981,,10/29/2015,,,,,,,,,,,,,
2382,3763,Yes,EX1980.76,Exhibition,Completed,S.T.E.P.:  Garo Antreasian,,Internal,1/21/1980,2/20/1980,,10/29/2015,,,,,,,,,,,,,
2383,3764,Yes,EX1980.77,Exhibition,Completed,S.T.E.P.:  Garo Antreasian,,Internal,2/25/1980,3/25/1980,,10/29/2015,,,,,,,,,,,,,
2384,3765,Yes,EX1980.78,Exhibition,Completed,S.T.E.P.:  Garo Antreasian,,Internal,11/17/1980,12/17/1980,,10/29/2015,,,,,,,,,,,,,
2385,3766,Yes,EX1980.79,Exhibition,Completed,S.T.E.P.:  Contemporary Prints by Contemporary Women,,Internal,2/18/1980,3/18/1980,,10/29/2015,,,,,,,,,,,,,
2386,3767,Yes,EX1980.80,Exhibition,Completed,S.T.E.P.:  Contemporary Prints by Contemporary Women,,Internal,6/4/1980,7/3/1980,,10/29/2015,,,,,,,,,,,,,
2387,3768,Yes,EX1980.81,Exhibition,Completed,S.T.E.P.:  Contemporary Prints by Contemporary Women,,Internal,9/17/1980,10/17/1980,,10/29/2015,,,,,,,,,,,,,
2388,3769,Yes,EX1980.82,Exhibition,Completed,S.T.E.P.:  Indiana Earthenware and Stoneware:  1840 - 1910,,Internal,1/23/1980,2/22/1980,,10/29/2015,,,,,,,,,,,,,
2389,3770,Yes,EX1980.83,Exhibition,Completed,S.T.E.P.:  Indiana Earthenware and Stoneware:  1840 - 1910,,Internal,3/10/1980,4/10/1980,,10/29/2015,,,,,,,,,,,,,
2390,3771,Yes,EX1980.84,Exhibition,Completed,S.T.E.P.:  Indiana Earthenware and Stoneware:  1840 - 1910,,Internal,4/30/1980,6/2/1980,,10/29/2015,,,,,,,,,,,,,
2391,3772,Yes,EX1980.85,Exhibition,Completed,S.T.E.P.:  Indiana Earthenware and Stoneware:  1840 - 1910,,Internal,6/23/1980,7/23/1980,,10/29/2015,,,,,,,,,,,,,
2392,3773,Yes,EX1980.86,Exhibition,Completed,S.T.E.P.:  Indiana Earthenware and Stoneware:  1840 - 1910,,Internal,8/13/1980,9/12/1980,,10/29/2015,,,,,,,,,,,,,
2393,3774,Yes,EX1980.87,Exhibition,Completed,S.T.E.P.:  Indiana Earthenware and Stoneware:  1840 - 1910,,Internal,10/3/1980,11/3/1980,,10/29/2015,,,,,,,,,,,,,
2394,3775,Yes,EX1980.88,Exhibition,Completed,S.T.E.P.:  Indiana Earthenware and Stoneware:  1840 - 1910,,Internal,11/19/1980,12/19/1980,,10/29/2015,,,,,,,,,,,,,
2395,3776,Yes,EX1980.89,Exhibition,Completed,S.T.E.P.:  Gustave Baumann,,Internal,2/5/1980,3/6/1980,,10/29/2015,,,,,,,,,,,,,
2396,3777,Yes,EX1980.90,Exhibition,Completed,S.T.E.P.:  Gustave Baumann,,Internal,4/11/1980,5/12/1980,,10/29/2015,,,,,,,,,,,,,
2397,3778,Yes,EX1980.91,Exhibition,Completed,S.T.E.P.:  Gustave Baumann,,Internal,7/11/1980,8/11/1980,,10/29/2015,,,,,,,,,,,,,
2398,3779,Yes,EX1980.92,Exhibition,Completed,S.T.E.P.:  Gustave Baumann,,Internal,9/22/1980,10/31/1980,,10/29/2015,,,,,,,,,,,,,
2399,3780,Yes,EX1980.93,Exhibition,Completed,"S.T.E.P.:  Tools of the Trade:  Fine Artists and Folk Craftsmen in Brown County, 1920 - 1930",,Internal,2/4/1980,11/13/1981,,10/29/2015,,,,,,,,,,,,,
2400,3781,Yes,EX1980.94,Exhibition,Completed,"S.T.E.P.:  Tools of the Trade:  Fine Artists and Folk Craftsmen in Brown County, 1920 - 1930",,Internal,2/4/1980,3/14/1980,,10/29/2015,,,,,,,,,,,,,
2401,3782,Yes,EX1980.95,Exhibition,Completed,"S.T.E.P.:  Tools of the Trade:  Fine Artists and Folk Craftsmen in Brown County, 1920 - 1930",,Internal,4/7/1980,5/7/1980,,10/29/2015,,,,,,,,,,,,,
2402,3783,Yes,EX1980.96,Exhibition,Completed,"S.T.E.P.:  Tools of the Trade:  Fine Artists and Folk Craftsmen in Brown County, 1920 - 1930",,Internal,6/27/1980,7/6/1980,,10/29/2015,,,,,,,,,,,,,
2403,3784,Yes,EX1980.97,Exhibition,Completed,"S.T.E.P.:  Tools of the Trade:  Fine Artists and Folk Craftsmen in Brown County, 1920 - 1930",,Internal,7/25/1980,8/25/1980,,10/29/2015,,,,,,,,,,,,,
2404,3785,Yes,EX1980.98,Exhibition,Completed,"S.T.E.P.:  Tools of the Trade:  Fine Artists and Folk Craftsmen in Brown County, 1920 - 1930",,Internal,9/16/1980,11/24/1980,,10/29/2015,,,,,,,,,,,,,
2405,3786,Yes,EX1980.99,Exhibition,Completed,S.T.E.P.:  Karel Appel:  The Sunshine People,,Internal,3/4/1980,4/18/1980,,10/29/2015,,,,,,,,,,,,,
2406,3787,Yes,EX1980.100,Exhibition,Completed,S.T.E.P.:  Karel Appel:  The Sunshine People,,Internal,4/23/1980,5/23/1980,,10/29/2015,,,,,,,,,,,,,
2407,3788,Yes,EX1980.101,Exhibition,Completed,S.T.E.P.:  Karel Appel:  The Sunshine People,,Internal,9/24/1980,10/24/1980,,10/29/2015,,,,,,,,,,,,,
2408,3789,Yes,EX1980.102,Exhibition,Completed,S.T.E.P.:  Winslow Homer:  Wood Engravings,,Internal,11/25/1980,12/7/1981,,10/29/2015,,,,,,,,,,,,,
2409,3790,Yes,EX1980.103,Exhibition,Completed,S.T.E.P.:  Winslow Homer:  Wood Engravings,,Internal,11/25/1980,1/29/1981,,10/29/2015,,,,,,,,,,,,,
2410,3792,Yes,EX1980.104,Exhibition,Completed,Entity:  Morris Knight,,Internal,2/5/1980,2/11/1980,,10/29/2015,,,,,,,,,,,,,
2411,2167,Yes,EX1981.1,Exhibition,Completed,S.T.E.P.:  Publicity to Propaganda: the Fine Art of the Poster,,Internal,1/8/1981,3/1/1981,,10/29/2015,,,,,,,,,,,,,
2412,2168,Yes,EX1981.2,Exhibition,Completed,Masterpieces of Embroidery from the Collections,,Internal,1/13/1981,6/28/1981,,10/29/2015,,,,,,,,,,,,,
2413,2169,Yes,EX1981.3,Exhibition,Completed,Potters Guild Show and Handwoven Rag Rugs,,Internal,1/13/1981,2/1/1981,,10/29/2015,,,,,,,,,,,,,
2414,2170,Yes,EX1981.4,Exhibition,Completed,Roualt's Miserere,,Internal,1/18/1981,3/1/1981,,3/19/2018,,,,,,,,,,,,,
2415,2171,Yes,EX1981.5,Exhibition,Completed,S.T.E.P.:  Annual Report 1981,,Internal,1/1/1981,12/31/1981,,10/29/2015,,,,,,,,,,,,,
2416,2172,Yes,EX1981.6,Exhibition,Completed,Indiana Images:  Prints by George Jo Mess & Evelyn Mess Daily,,Internal,1/26/1981,3/30/1981,,10/29/2015,,,,,,,,,,,,,
2417,2173,Yes,EX1981.7,Exhibition,Completed,Nona Leeper: Potter,,Internal,2/3/1981,3/1/1981,,10/29/2015,,,,,,,,,,,,,
2418,2174,Yes,EX1981.8,Exhibition,Completed,The Romantics to Rodin: French Nineteenth Century Sculpture from American Collections,,Internal,2/25/1981,4/26/1981,,10/29/2015,,,,,,,,,,,,,
2419,2175,Yes,EX1981.9,Exhibition,Completed,Chinese Relics from the  Collection of Dr. Ralph Marcove,,Internal,3/3/1981,4/12/1981,,10/29/2015,,,,,,,,,,,,,
2420,2176,Yes,EX1981.10,Exhibition,Completed,Peggy Ahlgren: Potter,,Internal,3/3/1981,4/5/1981,,10/29/2015,,,,,,,,,,,,,
2421,2177,Yes,EX1981.11,Exhibition,Completed,Wearable Art,,Internal,3/3/1981,4/5/1981,,10/29/2015,,,,,,,,,,,,,
2422,2178,Yes,EX1981.12,Exhibition,Completed,Symphony in Color,,Internal,3/10/1981,4/12/1981,,10/29/2015,,,,,,,,,,,,,
2423,2179,Yes,EX1981.13,Exhibition,Completed,S.T.E.P.: Technology and the Decorative Arts,,Internal,3/15/1981,4/26/1981,,3/19/2018,,,,,,,,,,,,,
2424,2180,Yes,EX1981.14,Exhibition,Completed,S.T.E.P.:  Garo Antreasian,,Internal,1/7/1981,2/6/1981,,10/29/2015,,,,,,,,,,,,,
2425,2181,Yes,EX1981.15,Exhibition,Completed,Contemporary Paperworks,,Internal,3/31/1981,5/21/1981,,10/29/2015,,,,,,,,,,,,,
2426,2182,Yes,EX1981.16,Exhibition,Completed,Tom and Ginny Marsh: Potters,,Internal,4/7/1981,5/3/1981,,10/29/2015,,,,,,,,,,,,,
2427,2183,Yes,EX1981.17,Exhibition,Completed,Paris: 1890 - 1900,,Internal,4/21/1981,6/14/1981,,10/29/2015,,,,,,,,,,,,,
2428,2184,Yes,EX1981.18,Exhibition,Completed,Recent Accessions: 1981,,Internal,4/21/1981,6/14/1981,,3/6/2020,,,,,,,,,,,,,
2429,2185,Yes,EX1981.19,Exhibition,Completed,Guyot Designworks: Pewter and Katy Dolk: Fiber/Weaving,,Internal,5/5/1981,5/31/1981,,10/29/2015,,,,,,,,,,,,,
2430,2186,Yes,EX1981.20,Exhibition,Completed,S.T.E.P.:  Publicity to Propaganda: The Fine Art of the Poster,,Internal,5/10/1981,7/19/1981,,3/19/2018,,,,,,,,,,,,,
2431,2187,Yes,EX1981.21,Exhibition,Completed,S.T.E.P.:  Garo Antreasian,,Internal,2/11/1981,3/11/1981,,10/29/2015,,,,,,,,,,,,,
2432,2188,Yes,EX1981.22,Exhibition,Completed,Bonsai Tree Society Annual Exhibition,,Internal,5/16/1981,5/17/1981,,10/29/2015,,,,,,,,,,,,,
2433,2189,Yes,EX1981.23,Exhibition,Completed,"Real, Really Real and Super Real: Directions in Contemporary American Realism",,Internal,5/19/1981,6/28/1981,,10/29/2015,,,,,,,,,,,,,
2434,2190,Yes,EX1981.24,Exhibition,Completed,Artistry of the Native American:Selections from the Harrison Eiteljorg Collection,,Internal,5/19/1981,6/21/1981,,10/29/2015,,,,,,,,,,,,,
2435,2191,Yes,EX1981.25,Exhibition,Completed,Southwestern American Printmaker,,Internal,5/22/1981,6/29/1981,,10/29/2015,,,,,,,,,,,,,
2436,2192,Yes,EX1981.26,Exhibition,Completed,Paoli Soleri: Ceramic and Bronze Cast Bells and Table Sculptures,,Internal,6/2/1981,6/28/1981,,10/29/2015,,,,,,,,,,,,,
2437,2193,Yes,EX1981.27,Exhibition,Completed,Bow China of the Finest Sort,,Internal,6/26/1981,1/31/1982,,10/29/2015,,,,,,,,,,,,,
2438,2194,Yes,EX1981.28,Exhibition,Completed,Steve Fellerman: Blown Glass,,Internal,7/1/1981,8/2/1981,,10/29/2015,,,,,,,,,,,,,
2439,2195,Yes,EX1981.29,Exhibition,Completed,Treasures of the American West: Selections from the Collection of Harrison Eiteljorg,,Internal,7/7/1981,8/2/1981,,10/29/2015,,,,,,,,,,,,,
2440,2196,Yes,EX1981.30,Exhibition,Completed,American Images: New Works by 20 Contemporary American Photographers,,Internal,7/14/1981,8/23/1981,,10/29/2015,,,,,,,,,,,,,
2441,2197,Yes,EX1981.31,Exhibition,Completed,S.T.E.P.:  The Teachers: Early Indianapolis Art Instructors,,Internal,7/16/1981,9/21/1981,,10/29/2015,,,,,,,,,,,,,
2442,2198,Yes,EX1981.32,Exhibition,Completed,Masterpieces of Embroidery from the Collection,,Internal,8/2/1981,9/27/1981,,3/19/2018,,,,,,,,,,,,,
2443,2199,Yes,EX1981.33,Exhibition,Completed,S.T.E.P.:  Garo Antreasian,,Internal,4/13/1981,5/13/1981,,10/29/2015,,,,,,,,,,,,,
2444,2200,Yes,EX1981.34,Exhibition,Completed,Dee Schaad: Potter and Earl Snellenberger: Fibers,,Internal,8/4/1981,8/30/1981,,10/29/2015,,,,,,,,,,,,,
2445,2201,Yes,EX1981.35,Exhibition,Completed,68th Indiana Artists Show,,Internal,8/19/1981,9/27/1981,,10/29/2015,,,,,,,,,,,,,
2446,2202,Yes,EX1981.36,Exhibition,Completed,Elena Sue Houlihan: Fiber & Textile Art Forms and Rosemary Zwick: Clay Sculptures,,Internal,9/1/1981,10/4/1981,,10/29/2015,,,,,,,,,,,,,
2447,2203,Yes,EX1981.37,Exhibition,Completed,That's Entertainment,,Internal,9/22/1981,11/24/1981,,10/29/2015,,,,,,,,,,,,,
2448,2204,Yes,EX1981.38,Exhibition,Completed,Guiseffi-Costumes from the Caroline Burford Danner Collection,,Internal,10/4/1981,11/22/1981,Active,6/14/2016,,,,,,,,,,,,,
2449,2205,Yes,EX1981.39,Exhibition,Completed,Selections from the 68th Indiana Artists Show,,Internal,10/4/1981,11/29/1981,,3/19/2018,,,,,,,,,,,,,
2450,2206,Yes,EX1981.40,Exhibition,Completed,S.T.E.P.:  Garo Antreasian,,Internal,10/21/1981,11/20/1981,,10/29/2015,,,,,,,,,,,,,
2451,2207,Yes,EX1981.41,Exhibition,Completed,"Raquel Keresztes' Imports: Peru, Africa, Argentina & Central America",,Internal,10/6/1981,11/1/1981,,10/29/2015,,,,,,,,,,,,,
2452,2208,Yes,EX1981.42,Exhibition,Completed,Indiana Orchid Society Exhibition,,Internal,10/10/1981,10/11/1981,,10/29/2015,,,,,,,,,,,,,
2453,2209,Yes,EX1981.43,Exhibition,Completed,21st Annual Fall Collection of the Alliance Rental Gallery,,Internal,10/20/1981,11/8/1981,,10/29/2015,,,,,,,,,,,,,
2454,2210,Yes,EX1981.44,Exhibition,Completed,Henri Cartier-Bresson: Photographer,,Internal,10/21/1981,11/29/1981,,10/29/2015,,,,,,,,,,,,,
