irn,LegalStatus,AccessionNo,Title,Creators,Culture,RecordType,MediumSupport,CreditLine,SummaryData,Publish,DagwoodID
"17273","Accessioned","11.2","Frontispiece to Hudibras","Artist: William Hogarth (British, 1697 - 1764)","","Visual Works: Prints","ink on paper, etching and engraving","John Herron Fund","[11.2] *Frontispiece to Hudibras*, Hogarth, William",Yes,75913
"17274","Accessioned","S6961.89.36","hat","Creator: Elsa Schiaparelli (Italian, 1890 - 1973)","","Costume Accessories","straw, netting, metallic band","Gift of Dr. Maxine Robbins","[S6961.89.36] *hat*, Schiaparelli, Elsa",Yes,21178
"17275","Loan Permanent Collection","TR9343/4","small bowl with scene of crucifixion","","","Containers","porcelain","","Returned - [TR9343/4] *small bowl with scene of crucifixion*",No,4530
"17281","Accessioned","1983.188","jar","","","Containers","stoneware with painted decoration","Gift of Mr. and Mrs. Claude M. Warren","[1983.188] *jar* - Chinese",Yes,25549
"17302","Accessioned","79.258","Oaks and Blueberry Bushes","Artist: Georges Lacombe (French, 1868 - 1916)","","Visual Works: Paintings","oil on canvas","The Holliday Collection","[79.258] *Oaks and Blueberry Bushes*, Lacombe, Georges",Yes,45339
"17302","Accessioned","79.258","Oaks and Blueberry Bushes","Artist: Georges Lacombe (French, 1868 - 1916)","","Visual Works: Paintings","oil on canvas","The Holliday Collection","[79.258] *Oaks and Blueberry Bushes*, Lacombe, Georges",Yes,45339
"17302","Accessioned","79.258","Oaks and Blueberry Bushes","Artist: Georges Lacombe (French, 1868 - 1916)","","Visual Works: Paintings","oil on canvas","The Holliday Collection","[79.258] *Oaks and Blueberry Bushes*, Lacombe, Georges",Yes,45339
"17302","Accessioned","79.258","Oaks and Blueberry Bushes","Artist: Georges Lacombe (French, 1868 - 1916)","","Visual Works: Paintings","oil on canvas","The Holliday Collection","[79.258] *Oaks and Blueberry Bushes*, Lacombe, Georges",Yes,45339
"17302","Accessioned","79.258","Oaks and Blueberry Bushes","Artist: Georges Lacombe (French, 1868 - 1916)","","Visual Works: Paintings","oil on canvas","The Holliday Collection","[79.258] *Oaks and Blueberry Bushes*, Lacombe, Georges",Yes,45339
"17302","Accessioned","79.258","Oaks and Blueberry Bushes","Artist: Georges Lacombe (French, 1868 - 1916)","","Visual Works: Paintings","oil on canvas","The Holliday Collection","[79.258] *Oaks and Blueberry Bushes*, Lacombe, Georges",Yes,45339
"17334","Accessioned","2000.62","River Village and Fishing Pleasure","Artist: Ike no Taiga (Japanese, 1723 - 1776)","","Visual Works: Sculpture","color and ink on paper","Mr. and Mrs. William R. Spurlock Fund","[2000.62] *River Village and Fishing Pleasure*, Ike no Taiga",Yes,70307
"17335","Accessioned","2000.63","River Village and Fishing Pleasure","Artist: Ike no Taiga (Japanese, 1723 - 1776)","","Visual Works: Sculpture","color and ink on paper","Mr. and Mrs. William R. Spurlock Fund","[2000.63] *River Village and Fishing Pleasure*, Ike no Taiga",Yes,70306
"17338","Accessioned","78.9","Portrait of Thomas Wood","Artist: Henry Raeburn (British, 1756 - 1823)","","Visual Works: Paintings","oil on canvas","Gift of Mrs. Joseph E. Cain","[78.9] *Portrait of Thomas Wood*, Raeburn, Henry",Yes,41156
"17338","Accessioned","78.9","Portrait of Thomas Wood","Artist: Henry Raeburn (British, 1756 - 1823)","","Visual Works: Paintings","oil on canvas","Gift of Mrs. Joseph E. Cain","[78.9] *Portrait of Thomas Wood*, Raeburn, Henry",Yes,41156
"17341","Accessioned","1997.4","Ritz Tower","Artist: Charles Sheeler (American, 1883 - 1965)","","Visual Works: Photographs","sepia toned gelatin silver print","Mary V. Black Art Endowment Fund","[1997.4] *Ritz Tower*, Sheeler, Charles",Yes,55738
"17354","Accessioned","33.815","woman's wrapper","","Zoroastrian people","Costume Accessories","Silk On Cotton","The Eliza M. and Sarah L. Niblack Collection","[33.815] *woman's wrapper* - Zoroastrian people",Yes,56006
"17371","Loan Exhibition","TR9118/2","Heritable","Artist: Maria Tomasula","","Visual Works: Paintings","oil on panel","Collection of the Artist, courtesy of Peter Miller Gallery, Chicago","Returned - [TR9118/2] *Heritable*, Tomasula, Maria",No,4444
"17372","Accessioned","1995.115A-B","ceremonial sword and sheath","","Owo people","Weapons and Ammunition","glass beads, cloth, ivory, iron","Gift of Mr. and Mrs. Harrison Eiteljorg","[1995.115A-B] *ceremonial sword and sheath* - Owo people",Yes,55154
"17377","Deaccessioned","WH_133","scalloped tea table","Designer: Thomas Chippendale (British, 1718 - 1779)","","Furnishings","mahogany","Gift of Mr. and Mrs. Al Norris","Deaccessioned - [WH_133] *scalloped tea table*, Chippendale, Thomas",Yes,23047
"17384","Accessioned","56.73","Portrait of a Lady","Artist: Jacob Jordaens (Flemish, 1593 - 1678)","","Visual Works: Paintings","oil on canvas","Martha Delzell Memorial Fund","[56.73] *Portrait of a Lady*, Jordaens, Jacob",Yes,78754
"17384","Accessioned","56.73","Portrait of a Lady","Artist: Jacob Jordaens (Flemish, 1593 - 1678)","","Visual Works: Paintings","oil on canvas","Martha Delzell Memorial Fund","[56.73] *Portrait of a Lady*, Jordaens, Jacob",Yes,78754
"1740","Accessioned","1998.83","Lover's Dream","Artist: Marc Chagall (French, born Russian, 1887 - 1985)","","Visual Works: Prints","color lithograph","Gift of Gene L. and Jane E. Rench Prather in memory of John J. Rench","[1998.83] *Lover's Dream*, Chagall, Marc",Yes,71055
"17405","Accessioned","1988.219","Ruth Gleaning","Artist: Randolph Rogers (American, 1825 - 1892)","","Visual Works: Sculpture","marble on plum marble pedestal","Gift in honor of Mr. and Mrs. William L. Fortune by their children and Gift of the Alliance of the IMA","[1988.219] *Ruth Gleaning*, Rogers, Randolph",Yes,39008
"17425","Accessioned","74.10","quilt (Sawtooth Diamond in Square)","Artist: Unknown","Amish people","Furnishings","cotton, pieced and quilted","Robert G. Wolcott Fund","[74.10] *quilt (Sawtooth Diamond in Square)*, Unknown - Amish people",Yes,49562
"17425","Accessioned","74.10","quilt (Sawtooth Diamond in Square)","Artist: Unknown","Amish people","Furnishings","cotton, pieced and quilted","Robert G. Wolcott Fund","[74.10] *quilt (Sawtooth Diamond in Square)*, Unknown - Amish people",Yes,49562
"17425","Accessioned","74.10","quilt (Sawtooth Diamond in Square)","Artist: Unknown","Amish people","Furnishings","cotton, pieced and quilted","Robert G. Wolcott Fund","[74.10] *quilt (Sawtooth Diamond in Square)*, Unknown - Amish people",Yes,49562
"17430","Accessioned","11.21","Noon: The Four Times of Day","Artist: William Hogarth (British, 1697 - 1764)","","Visual Works: Prints","ink on paper, etching and engraving","John Herron Fund","[11.21] *Noon: The Four Times of Day*, Hogarth, William",Yes,75932
"17437","Accessioned","2014.84","Portrait of Madame de Châtillon","Artist: Corneille de Lyon (Netherlandish, active in France, 1500/1510 - 1575)","","Visual Works: Paintings","oil on wood","The Clowes Collection","[2014.84] *Portrait of Madame de Châtillon*, Corneille de Lyon",Yes,76669
"17437","Accessioned","2014.84","Portrait of Madame de Châtillon","Artist: Corneille de Lyon (Netherlandish, active in France, 1500/1510 - 1575)","","Visual Works: Paintings","oil on wood","The Clowes Collection","[2014.84] *Portrait of Madame de Châtillon*, Corneille de Lyon",Yes,76669
"17437","Accessioned","2014.84","Portrait of Madame de Châtillon","Artist: Corneille de Lyon (Netherlandish, active in France, 1500/1510 - 1575)","","Visual Works: Paintings","oil on wood","The Clowes Collection","[2014.84] *Portrait of Madame de Châtillon*, Corneille de Lyon",Yes,76669
"17447","Accessioned","77.316","Fisherman and Woodcutter on a Riverbank","Artist, school of: Zhe (Chinese)","","Visual Works: Paintings","ink and color on silk","Gift of Mrs. John H. Roberts, Jr.","[77.316] *Fisherman and Woodcutter on a Riverbank*, Zhe",Yes,75686
"17479","Accessioned","59.23","Self-Portrait","Artist: William Strang (Scottish, 1859 - 1921)","","Visual Works: Prints","etching","Carl H. Lieber Memorial Fund","[59.23] *Self-Portrait*, Strang, William",Yes,69837
"17487","Consideration","TR9373/5","David Smith 6/6/58","Artist: David Smith (American, 1906 - 1965)","","Visual Works: Drawings","egg ink on paper","The Collection of Candida and Rebecca Smith, New York, NY","Returned - [TR9373/5] *David Smith 6/6/58*, Smith, David",No,7973
"17487","Consideration","TR9373/5","David Smith 6/6/58","Artist: David Smith (American, 1906 - 1965)","","Visual Works: Drawings","egg ink on paper","The Collection of Candida and Rebecca Smith, New York, NY","Returned - [TR9373/5] *David Smith 6/6/58*, Smith, David",No,7973
"17500","Accessioned","21.10","Winter in Munich","Artist: Theodore Clement Steele (American, 1847 - 1926)","","Visual Works: Paintings","oil on academy board","Gift of Mr. and Mrs. Alpheus H. Snow in memory of Mr. and Mrs. John M. Butler","[21.10] *Winter in Munich*, Steele, Theodore Clement",Yes,56168
"17500","Accessioned","21.10","Winter in Munich","Artist: Theodore Clement Steele (American, 1847 - 1926)","","Visual Works: Paintings","oil on academy board","Gift of Mr. and Mrs. Alpheus H. Snow in memory of Mr. and Mrs. John M. Butler","[21.10] *Winter in Munich*, Steele, Theodore Clement",Yes,56168
"17524","Accessioned","79.466","bowl with arc and floral design","","","Containers","stoneware with underglaze pigment, iron glaze, Changsha ware","Gift of Mr. and Mrs. Daniel Henkin","[79.466] *bowl with arc and floral design* - Chinese",Yes,36664
"17524","Accessioned","79.466","bowl with arc and floral design","","","Containers","stoneware with underglaze pigment, iron glaze, Changsha ware","Gift of Mr. and Mrs. Daniel Henkin","[79.466] *bowl with arc and floral design* - Chinese",Yes,36664
"17524","Accessioned","79.466","bowl with arc and floral design","","","Containers","stoneware with underglaze pigment, iron glaze, Changsha ware","Gift of Mr. and Mrs. Daniel Henkin","[79.466] *bowl with arc and floral design* - Chinese",Yes,36664
"17524","Accessioned","79.466","bowl with arc and floral design","","","Containers","stoneware with underglaze pigment, iron glaze, Changsha ware","Gift of Mr. and Mrs. Daniel Henkin","[79.466] *bowl with arc and floral design* - Chinese",Yes,36664
"17571","Accessioned","1989.181","male figure","","Lobi people","Visual Works: Sculpture","wood, iron","Gift of Mr. and Mrs. Harrison Eiteljorg","[1989.181] *male figure* - Lobi people",Yes,56315
"17578","Accessioned","73.9.2","The Moose Hunter","Artist: Charles Codman (American, 1800 - 1842)","","Visual Works: Paintings","oil on panel","The Orville A. and Elma D. Wilkinson Fund","[73.9.2] *The Moose Hunter*, Codman, Charles",Yes,55896
"17600","Accessioned","36.86","parasol (lace)","","Belgian","Costume Accessories","silk, ivory","Gift of Mrs. Charles S. Crosley","[36.86] *parasol (lace)* - Belgian",Yes,14367
"17600","Accessioned","36.86","parasol (lace)","","Belgian","Costume Accessories","silk, ivory","Gift of Mrs. Charles S. Crosley","[36.86] *parasol (lace)* - Belgian",Yes,14367
"17602","Accessioned","15.9","Big Copper Kettle and Fish (Fish)","Artist: William Merritt Chase (American, 1849 - 1916)","","Visual Works: Paintings","oil on canvas","John Herron Fund","[15.9] *Big Copper Kettle and Fish (Fish)*, William Merritt Chase",Yes,55823
"17602","Accessioned","15.9","Big Copper Kettle and Fish (Fish)","Artist: William Merritt Chase (American, 1849 - 1916)","","Visual Works: Paintings","oil on canvas","John Herron Fund","[15.9] *Big Copper Kettle and Fish (Fish)*, William Merritt Chase",Yes,55823
"17602","Accessioned","15.9","Big Copper Kettle and Fish (Fish)","Artist: William Merritt Chase (American, 1849 - 1916)","","Visual Works: Paintings","oil on canvas","John Herron Fund","[15.9] *Big Copper Kettle and Fish (Fish)*, William Merritt Chase",Yes,55823
"17602","Accessioned","15.9","Big Copper Kettle and Fish (Fish)","Artist: William Merritt Chase (American, 1849 - 1916)","","Visual Works: Paintings","oil on canvas","John Herron Fund","[15.9] *Big Copper Kettle and Fish (Fish)*, William Merritt Chase",Yes,55823
"17602","Accessioned","15.9","Big Copper Kettle and Fish (Fish)","Artist: William Merritt Chase (American, 1849 - 1916)","","Visual Works: Paintings","oil on canvas","John Herron Fund","[15.9] *Big Copper Kettle and Fish (Fish)*, William Merritt Chase",Yes,55823
"17621","Accessioned","92.1","In the Meadow","Artist: Henry R. Poore (American, 1859 - 1940)","","Visual Works: Paintings","oil on wallboard","Gift of the Dramatic Club","[92.1] *In the Meadow*, Poore, Henry Rankin",Yes,56119
"17621","Accessioned","92.1","In the Meadow","Artist: Henry R. Poore (American, 1859 - 1940)","","Visual Works: Paintings","oil on wallboard","Gift of the Dramatic Club","[92.1] *In the Meadow*, Poore, Henry Rankin",Yes,56119
"17621","Accessioned","92.1","In the Meadow","Artist: Henry R. Poore (American, 1859 - 1940)","","Visual Works: Paintings","oil on wallboard","Gift of the Dramatic Club","[92.1] *In the Meadow*, Poore, Henry Rankin",Yes,56119
"17621","Accessioned","92.1","In the Meadow","Artist: Henry R. Poore (American, 1859 - 1940)","","Visual Works: Paintings","oil on wallboard","Gift of the Dramatic Club","[92.1] *In the Meadow*, Poore, Henry Rankin",Yes,56119
"17621","Accessioned","92.1","In the Meadow","Artist: Henry R. Poore (American, 1859 - 1940)","","Visual Works: Paintings","oil on wallboard","Gift of the Dramatic Club","[92.1] *In the Meadow*, Poore, Henry Rankin",Yes,56119
"17635","Accessioned","45.79","Evening Shower on the Great Bridge and Atake","Artist: Utagawa Hiroshige (Japanese, 1797 - 1858)","","Visual Works: Prints","color woodblock print","Gift in memory of Charles C. Kryter","[45.79] *Evening Shower on the Great Bridge and Atake*, Utagawa Hiroshige 歌川広重",Yes,17950
"17635","Accessioned","45.79","Evening Shower on the Great Bridge and Atake","Artist: Utagawa Hiroshige (Japanese, 1797 - 1858)","","Visual Works: Prints","color woodblock print","Gift in memory of Charles C. Kryter","[45.79] *Evening Shower on the Great Bridge and Atake*, Utagawa Hiroshige 歌川広重",Yes,17950
"17642","Accessioned","2000.16","untitled","Artist: Yamamoto Baiitsu  山本梅逸 (Japanese, 1783 - 1856)","","Visual Works: Paintings","ink on silk","Mr. and Mrs. William R. Spurlock Fund","[2000.16] *untitled*, Yamamoto Baiitsu  山本梅逸",Yes,49370
"17663","Loan Exhibition","TR6959/7","","","","Visual Works: Prints","lithograph","Lent by Garo Antreasian","Returned - [TR6959/7]",No,3943
"17665","Accessioned","1985.114","woman's wrapper","","Nupe","Costume","cotton, rayon","Emma Harter Sweetser Fund","[1985.114] *woman's wrapper* - Nupe",Yes,52346
"17676","Accessioned","71.226.9","stencil: cranes","","","Default","paper and silk","Gift of Mrs. H. P. Connable","[71.226.9] *stencil: cranes* - Japanese",Yes,42659
"17689","Accessioned","80.717.1","Holy Island Cathedral","Artist: Joseph Mallord William Turner (English, 1775 - 1851)","","Visual Works: Prints","ink on paper, etching","Bequest of Kurt F. Pantzer","[80.717.1] *Holy Island Cathedral*, Turner, Joseph Mallord William",Yes,71516
"17702","Accessioned","70.95.18","cape","Artist: Unknown","","Costume","silk velvet, silk chiffon, metallic threads, beads","Gift of Mrs. Ralph C. Vonnegut","[70.95.18] *cape*, Unknown - American",Yes,40558
"17702","Accessioned","70.95.18","cape","Artist: Unknown","","Costume","silk velvet, silk chiffon, metallic threads, beads","Gift of Mrs. Ralph C. Vonnegut","[70.95.18] *cape*, Unknown - American",Yes,40558
"17702","Accessioned","70.95.18","cape","Artist: Unknown","","Costume","silk velvet, silk chiffon, metallic threads, beads","Gift of Mrs. Ralph C. Vonnegut","[70.95.18] *cape*, Unknown - American",Yes,40558
"17719","Loan Exhibition","TR6959/27","","Artist: Adja Yunkers (American, born Latvian, 1900 - 1983)","","Visual Works: Prints","lithograph","Lent by Garo Antreasian","Returned - [TR6959/27], Yunkers, Adja",No,3963
"17724","Accessioned","81.289","furnishing fabric","","","Furnishings","cotton","Emma Harter Sweetser Fund","[81.289] *furnishing fabric*",Yes,50924
"17758","Accessioned","65.41","Fiesta","Artist: Howard N. Cook (American, 1901 - 1980)","","Visual Works: Prints","ink on paper, etching","Gift of Olive F. Whitman and Ray Jennings Morehouse, sister and brother of Lucille E. Morehouse, from the Lucille E. Morehouse Estate","[65.41] *Fiesta*, Cook, Howard Norton",Yes,71786
"17758","Accessioned","65.41","Fiesta","Artist: Howard N. Cook (American, 1901 - 1980)","","Visual Works: Prints","ink on paper, etching","Gift of Olive F. Whitman and Ray Jennings Morehouse, sister and brother of Lucille E. Morehouse, from the Lucille E. Morehouse Estate","[65.41] *Fiesta*, Cook, Howard Norton",Yes,71786
